name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success
Producciones EscÃ©nicas Quijotes Teatro,"Proyectos para todos; teatro infantil con valores, teatro cabaret que integre a la comunidad....",25000,45,30.840634,-115.283759,theater,plays,0,0
Crow Hill: The Series,"""Crow Hill,"" in an infection webseries featuring the unique demographics of Brooklyn, NY.  Running ""zombies"" in Brooklyn? We wildin'B!",2500,30,40.669402,-73.942232,film & video,webseries,0,0
POWER:Period Menstruation Magazine,"A new quarterly print magazine dedicated to menstruation, attitudes towards periods and educating the masses.",25000,30,55.676097,12.568337,journalism,print,0,0
Helmet Hum - The First Ever Headphones for Sports Helmets,The first ever headphone set for your sports helmet. Helmet Hum brings you the ability to play music while wearing your Helmet.,13500,34.04166667,39.952584,-75.165222,technology,sound,0,0
"Eat Me, I'm Italian - The Cookbook","When not in Rome, cook as the Italians do! 80+ simple and delicious recipes are waiting for you in this amazing cookbook.",27000,30,41.902783,12.496365,food,cookbooks,0,0
Suay Lo's Child Support Tour,Please watch my Kickstarter video and donate to my campaign!!!,12000,29.48282407,36.162664,-86.781602,music,r&b,0,0
The Strange Room,"What is real? How can you be sure? Experience your own existence in a new light, open new doors and leave no questions answered.",8001,30,43.653226,-79.383184,film & video,experimental,0,0
Self published poetry book,I am writing a poetry book and looking  to self publish and have a small run of books printed.,2000,30.04166667,41.676355,-86.25199,publishing,poetry,0,0
Lischio Live Sports Radio Show,Mike Lischio gives his take on the latest & greatest in the sports world featuring live guests to provide unique insight & perspective,3000,25,29.901244,-81.312434,publishing,radio & podcasts,0,0
CYBER HUNT - Sci-Fi Film,A Native/First Nations operative tracks the source of a computer virus that infects people.,65000,59.95833333,42.331427,-83.045754,film & video,science fiction,0,0
Finger Lakes Fire and Smoke BBQ Competition,We are seeking funding for our first annual BBQ Competition event that will create and fund scholarships for those in need.,20000,30,43.156578,-77.608846,food,events,0,0
Habitat Symbiotique,"L'habitat symbiotique est un systÃ¨me complexe mÃ©canisÃ© et autonome qui produit et recycle : eau, nourriture, Ã©nergie, matÃ©riaux...",500,21,49.258329,4.031696,technology,robots,0,0
UKopia | a new species of wildlife park,"Bringing a new species of Wildlife Park / Zoo to Greater Manchester.  Innovation, Protection, Conservation, Fun.  A unique concept.",1000000,30,53.457595,-2.157838,design,interactive design,0,0
New Haven,New Haven is a hybrid of metal and alternative rock. We are looking for donations and support to bring more great music to you!,1000,58.89168981,39.758948,-84.191607,music,metal,0,0
Modern Monk Brewery Spokane,"Creating a space to craft great beer, relationships and be a blessing to our neighborhood and city!",15000,30,47.65878,-117.426046,food,spaces,0,0
Britten at Blackheath,Three Juilliard alumni to present selections from Britten's vocal output to a London audience.,4300,14,51.507218,-0.127586,music,classical music,0,0
Black Helicopter News Telethon 2015,"We are a cross between Infowars & the Colbert Show w/ a twist of Coast 2 Coast AM. Hosted by Andrew Robinson. Special Guests, Podcast.",99,29.89467593,40.202335,-74.012081,journalism,audio,0,0
Keiki Shirts,Polynesian Children T Shirt & Onesie Designs. Keiki Shirts. Samoan & Hawaiian Kid Designs.,7000,40,34.052234,-118.243685,fashion,childrenswear,0,0
Funkasaurus Rex Live CD & DVD ,"A follow-up recording to the acclaimed Funkasaurus Rex CD ""Etched in Stone"", this project will capture a live performance in NYC.   ",10000,44,40.712775,-74.005973,music,jazz,0,0
Ukrainian civil war,I'd like to create  a unbias documentary  on the Ukrainian civil war and distribute it for free,30000,30,50.4501,30.5234,journalism,video,0,0
CSU Summer Arts 2017 Printmaking Course Scholarship Fund,Donations go towards scholarships for students enrolled in the printmaking course during CSU Summer Arts 2017!,1000,35.38929398,36.737798,-119.787125,art,installations,0,0
DIY gamepad module with Arduino,Open-source smart Arduino based gamepad module for DIY cockpit makers. USB plug and play (no driver). Configurable Inputs and more...,3000,30,47.777265,19.929493,technology,diy electronics,0,0
Soule Does America,I'm a PNW photographer whose travelled all over these few states! Now it's time to take on all of the USA! Whose with me? -@kerseysoule,2000,39.99922454,45.993164,-123.922639,photography,nature,0,0
The Honey Dudes | Bees,We are education and marketing professionals. Our passion with nature and the honey bee will be what moves us from hobby to business.,25000,60,37.771907,-87.111168,food,farmer's markets,0,0
Performing for Unity: first step World Championship,"Campaigning for intercultural, interfaith understanding through multicultural art performances from around the globe.",3000,17.95833333,51.507218,-0.127586,dance,performances,0,0
Printed fabric panels,"Fun designs that are inspired by science, nature, fantasy, myths, and history that are printed on fabric.",10000,59.95833333,44.977753,-93.265011,crafts,printing,0,0
Flight Advance commercial photo drone with best flight time.,"Commercial drone that will outperform real helicopter in photo and video capture, with best flight time, buyoancy, and utility.",71000,30,37.338208,-121.886329,technology,flight,0,0
Eco Bin the worlds first Eco Friendly Sanitary/Nappy bin,Worlds first Eco friendly Sanitary Bin that is biodegradable and 50% cheaper than a normal service provider.,5000,29.1965625,-31.952312,115.861309,technology,fabrication tools,0,0
The Perfect Game Series,An Epic Journey,4000,15,47.171765,-122.518458,film & video,fantasy,0,0
The Candle Bar Company,The Candle Bar Company.  A place where you can create your own custom candle.,7500,29.95833333,47.65878,-117.426046,crafts,candles,0,0
Hampton Arts Cinema,"We are a small twin screen community movie theater, serving Westhampton Beach for over 80 years.",125000,60,40.80938,-72.645828,film & video,movie theaters,0,0
Reinventing dialogue in a divided America,Series of events designed to bridge differences between local communities divided by political and social views.,8000,29.64987269,40.712775,-74.005973,design,civic design,0,0
Mud Lovin Oven,One girl inspiring and spreading creativity with the earth...seeking to purchase a used kiln for the homestead....,500,29.97144676,39.993144,-74.787939,art,ceramics,0,0
Minimalist Miniatures,"Minimalist tokens for PCs, NPCs, and Monsters for Tabletop RPGs",5000,31,40.760779,-111.891047,games,gaming hardware,0,0
Austin's Video World,"Due to a teacher, I have become increasingly involved in film and video.  I'm always looking through my lens and capturing everyone.",5000,30,35.481743,-86.088599,film & video,family,0,0
Playgeek Magazine,Playgeek Magazine is a glossy magazine with tasteful photos of machines undressing in a classy setting.,29000,42,50.85034,4.35171,publishing,zines,0,0
Browngirl. Bluegrass: On Tour!,"Browngirl. Bluegrass is my one woman show, exciting and entertaining, that is ready to tour and to share with the world!",4500,29.95833333,40.712775,-74.005973,theater,festivals,0,0
Hill Country Preppers,"Emergency Preparedness is critical for every person, from recovering from identity theft to surviving a regional disaster.",1000,60.04166667,30.047433,-99.140319,food,community gardens,0,0
Thread/Bare Exhibition,Please help me raise funds to pay and eliminate exhibition costs for the artists and guests involved with Thread/Bare.,2700,30,39.739236,-104.990251,art,textiles,0,0
The Fermi Paradox Project,A collection of science fiction stories exploring explanations of the Fermi Paradox.,16400,30,40.014986,-105.270546,publishing,anthologies,0,0
Weather Themed Notebooks A5 Size Stationery,Weather Themed A5 Notebooks,250,30,52.630886,1.297355,crafts,stationery,0,0
Buumba Ta Juba,A novel mixed with fantasy and realism about their path to discovery and the roadblocks in between.,9000,31,45.504472,-122.435666,comics,graphic novels,0,0
Revenge: Wooden Jigsaw Hell of Coding,300 /1000 pieces jigsaw puzzle for you to challenge. Completed codes can key in to create a Snake Game.,50000,30.04166667,22.258759,114.19107,games,puzzles,0,0
The Daily Donald - 2018 Day-by-Day Calendar,"This hilarious day-by-day calendar marks each day of the year with a new ridiculous quote, tweet or sound from Donald J. Trump.",5000,21,37.774929,-122.419415,publishing,calendars,0,0
Piano Bar: The Musical,"Laugh-out-loud musical about the closing night party at Floyd's Piano Barâ€”audiences play along with songs, games, and comedy!",20000,30,40.712775,-74.005973,theater,immersive,0,0
backyard photography,help me photograph the word,500,14,40.793395,-77.860001,photography,animals,0,0
Get Stephen Holt to the 2014 Toronto Film Fest!,The Stephen Holt Show needs funds to travel to & attend the Toronto Film Festival 2014 filming six half-hour TV shows.,1900,27.3503125,43.653226,-79.383184,film & video,festivals,0,0
Diversity Enriched Fashion Magazine,BULACE Magazine is a Biannual fashion magazine that seeks to normalize and increase diversity of all forms in the fashion industry,15000,60,40.712775,-74.005973,fashion,couture,0,0
"Bring Back Dante's Cove - Season 4, The Next Generation","Bring back Dante's Cove, the sexy gay supernatural soap opera. Hot new cast, same cove, and all of your lingering questions answered.",50000,60.04166667,34.052234,-118.243685,film & video,romance,0,0
Launch The Nebraska RockSat Payload,"The UNL RockSat-X team is ready to launch our crystallization in microgravity experiment, we just need your help to pay for the rocket!",2500,30,40.813616,-96.702596,technology,space exploration,0,0
In Search of an Author,Characters of an unfinished novel take life to seek an author to finish their story.,80000,60,34.052234,-118.243685,film & video,narrative film,0,0
Love my Crochet,I love to crochet and would like to sell my finished work plus make unique and one of a kind designs for my customers.,1000,30.04166667,29.424122,-98.493628,crafts,crochet,0,0
Perfume Collectibles - Vintage Bottles - History of Perfume,The Museum of Perfume in Milan has been publishing its own magazine since 1998 in Italian. We would like to translate it English.,13000,30,45.464204,9.189982,publishing,translations,0,0
Bonneville Salt Flats Expedition Re Launch,"A trip to the Bonneville Salt Plains, documenting the type of racing that goes on out there.",10000,49.95833333,47.606209,-122.332071,journalism,photo,0,0
Bacon Macaroni and Cheese is King.,"My project is to make homemade macaroni and cheese with lots of bacon crumbled in it, and share it with everyone I know.",20,30,28.538383,-81.378927,food,bacon,0,0
A Chronic Pain Devotional Book for Chronic Pain Warriors,Hello! This kickstarter was created to raise crowd funding to cover the down-payment publishing cost of my chronic pain devotional book,500,59.95833333,39.961176,-82.998794,publishing,literary journals,0,0
The Pumpkin Blues,"It's an album about pain, hate, pleasure, love, and drugs.",33333,33,40.802071,-124.163673,music,blues,0,0
Spelkollektivet â€“ Co-living for game developers in Sweden,Spelkollektivet is home for game developers who wants to live and work with like-minded people while focusing on their projects.,40000,29.95833333,55.579053,13.01087,technology,makerspaces,0,0
The CozyDog-Sweater - show your Dog how much you care !,"The CozyDog-Sweater shows how much you love your dog. The unique design, quality and softness will make these your pet's favorite items",9875,29.95833333,33.77005,-118.19374,fashion,pet fashion,0,0
Fem Fatales: A collection of comics & art,"A title featuring gender-swapped versions of your favourite characters from comics, film, animation, games & more... For a good cause!",3000,30,53.800755,-1.549077,comics,anthologies,0,0
Making Puerto Rican Dreams Come True,"We are focused on developing Movie, Music, Fashion, Energy and other industries to help Puerto Ricans have opportunities for prosperity",100000,30,18.465539,-66.105735,music,latin,0,0
Chroma Chrono - The Multi Colour Programmable Camera Flash,The world's first programmable RGB Camera Flash that gives you 16 Million Colours and unlimited creativity!,15000,45,51.507218,-0.127586,technology,camera equipment,0,0
